instance,config,struct,seed,edge_weight,current,best_batch,best,best_plus_negative_edge_weight,epochs_since_restart,current_temp,runtime_ms,chunks,algorithm,n_per_int,m_frac,p,true_disagreement,accuracy
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_gaia_chunks_100.json, intervals8.json,4,127978,30533,30533,30533,-45691,50,0.0,2848,100,gaia,100.0,0.4,0.8,25751.0,0.37875
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_gaia_chunks_10.json, intervals8.json,4,127978,30534,30533,30533,-45690,50,0.0,2897,10,gaia,100.0,0.4,0.8,25751.0,0.37875
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,4,127569,7754,7754,7754,-76054,50,0.0,2854,10,gaia,100.0,0.4,1.0,0.0,0.435
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,4,127569,7754,7754,7754,-76054,50,0.0,2918,100,gaia,100.0,0.4,1.0,0.0,0.43625
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_gaia_chunks_100.json, intervals8.json,4,127978,18936,18934,18934,-61164,50,0.0,3022,100,gaia,100.0,0.4,0.9,12851.0,0.25
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_10.json, intervals8.json,3,319600,48001,48001,48001,-151782,50,0.0,11438,10,gaia,100.0,1.0,0.9,32093.0,0.125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_venus_chunks_100.json, intervals8.json,3,319600,128245,128245,128245,-41643,50,0.0200065173844325,13605,100,venus,100.0,1.0,0.6,128274.0,0.985
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_gaia_chunks_100.json, intervals8.json,4,128270,41143,41143,41143,-30915,50,0.0,4746,100,gaia,100.0,0.4,0.7,38404.0,0.41875
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_10.json, intervals8.json,4,64225,25996,25982,25982,-6297,50,6.1645e-12,9095,10,venus,100.0,0.2,0.5,32046.0,0.13625
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_gaia_chunks_100.json, intervals8.json,3,319600,146935,146934,146934,-12812,50,0.0,15280,100,gaia,100.0,1.0,0.5,159227.0,0.1525
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_venus_chunks_10.json, intervals8.json,3,319600,48161,48161,48161,-151622,50,0.2280235169932804,11164,10,venus,100.0,1.0,0.9,32093.0,0.2475
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.5_disagreement_127702.json, config_gaia_chunks_10.json, intervals8.json,3,255813,115909,115876,115876,-12074,50,0.0,18600,10,gaia,100.0,0.8,0.5,127702.0,0.12875
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_venus_chunks_100.json, intervals8.json,3,319600,48105,48105,48105,-151678,50,0.2280235169932804,11501,100,venus,100.0,1.0,0.9,32093.0,0.23125
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,4,127569,0,0,0,-83808,50,0.1013235175867186,4433,10,venus,100.0,0.4,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_venus_chunks_10.json, intervals8.json,4,127978,25751,25751,25751,-50473,50,0.0675422568233066,4631,10,venus,100.0,0.4,0.8,25751.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_venus_chunks_10.json, intervals8.json,2,319600,146138,146115,146115,-13609,50,3.08124834e-08,33143,10,venus,100.0,1.0,0.5,159227.0,0.12625
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_venus_chunks_100.json, intervals8.json,4,128270,38403,38403,38403,-33655,50,0.0133363444884627,5787,100,venus,100.0,0.4,0.7,38404.0,0.99875
synthetic_graph_n-per-int_100_m-frac_0.4_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,4,127569,0,0,0,-83808,50,0.1013235175867186,4700,100,venus,100.0,0.4,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_venus_chunks_10.json, intervals8.json,3,319600,103863,103862,103862,-75904,50,0.0675422568233066,13143,10,venus,100.0,1.0,0.7,95991.0,0.22875
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_gaia_chunks_10.json, intervals8.json,4,128270,41149,41145,41145,-30909,50,0.0,5832,10,gaia,100.0,0.4,0.7,38404.0,0.4125
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.8_disagreement_25751.json, config_venus_chunks_100.json, intervals8.json,4,127978,28147,28147,28147,-48077,50,0.0675422568233066,4827,100,venus,100.0,0.4,0.8,25751.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_venus_chunks_100.json, intervals8.json,4,127978,12851,12851,12851,-67249,50,0.0675422568233066,4876,100,venus,100.0,0.4,0.9,12851.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_gaia_chunks_100.json, intervals8.json,4,191685,76921,76919,76919,-24989,50,0.0,4053,100,gaia,100.0,0.6,0.6,77086.0,0.935
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_venus_chunks_10.json, intervals8.json,4,127978,19206,19206,19206,-60894,50,0.0675422568233066,5205,10,venus,100.0,0.4,0.9,12851.0,0.25375
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_100.json, intervals8.json,3,319600,48001,48001,48001,-151782,50,0.0,13589,100,gaia,100.0,1.0,0.9,32093.0,0.125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_gaia_chunks_10.json, intervals8.json,3,319600,130119,130108,130108,-39769,50,0.0,15936,10,gaia,100.0,1.0,0.6,128274.0,0.12875
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.7_disagreement_38404.json, config_venus_chunks_10.json, intervals8.json,4,128270,38403,38403,38403,-33655,50,0.0200065173844325,5690,10,venus,100.0,0.4,0.7,38404.0,0.9975
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_100.json, intervals8.json,4,64225,26059,26058,26058,-6234,50,8e-16,12097,100,venus,100.0,0.2,0.5,32046.0,0.11875
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_venus_chunks_10.json, intervals8.json,3,127886,55416,55383,55383,-8623,50,0.0,25868,10,venus,100.0,0.4,0.5,63946.0,0.13375
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_10.json, intervals8.json,4,64225,26068,26049,26049,-6225,50,0.0,12953,10,gaia,100.0,0.2,0.5,32046.0,0.11875
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.5_disagreement_127702.json, config_venus_chunks_10.json, intervals8.json,3,255813,115659,115635,115635,-12324,50,5.268288362e-07,21516,10,venus,100.0,0.8,0.5,127702.0,0.135
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_100.json, intervals8.json,4,64225,25128,25127,25127,-9195,50,0.0,13011,100,gaia,100.0,0.2,0.6,25624.0,0.27875
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.7_disagreement_57716.json, config_gaia_chunks_100.json, intervals8.json,4,192162,61842,61839,61839,-46210,50,0.0,5639,100,gaia,100.0,0.6,0.7,57716.0,0.485
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.6_disagreement_51256.json, config_gaia_chunks_10.json, intervals8.json,4,127886,51378,51354,51354,-16743,50,0.0,9232,10,gaia,100.0,0.4,0.6,51256.0,0.2425
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_gaia_chunks_10.json, intervals8.json,4,191789,45695,45695,45695,-68099,50,0.0,5036,10,gaia,100.0,0.6,0.8,38241.0,0.2625
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_gaia_chunks_100.json, intervals8.json,4,191870,33292,33292,33292,-86968,50,0.0,5046,100,gaia,100.0,0.6,0.9,19088.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_gaia_chunks_10.json, intervals8.json,4,191870,33292,33292,33292,-86968,50,0.0,5139,10,gaia,100.0,0.6,0.9,19088.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.6_disagreement_51256.json, config_venus_chunks_100.json, intervals8.json,4,127886,51312,51312,51312,-16809,50,9.0076680452e-06,9471,100,venus,100.0,0.4,0.6,51256.0,0.34
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_venus_chunks_10.json, intervals8.json,3,191961,85442,85400,85400,-10569,50,7.02597e-11,26333,10,venus,100.0,0.6,0.5,96158.0,0.1475
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.9_disagreement_12851.json, config_gaia_chunks_10.json, intervals8.json,4,127978,18949,18939,18939,-61151,50,0.0,8578,10,gaia,100.0,0.4,0.9,12851.0,0.25
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_gaia_chunks_100.json, intervals8.json,4,191789,45695,45695,45695,-68099,50,0.0,5399,100,gaia,100.0,0.6,0.8,38241.0,0.2625
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,4,191666,17993,17993,17993,-108011,50,0.0,4429,100,gaia,100.0,0.6,1.0,0.0,0.0
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.6_disagreement_51256.json, config_venus_chunks_10.json, intervals8.json,4,127886,50857,50848,50848,-17264,50,3.04100017409e-05,9863,10,venus,100.0,0.4,0.6,51256.0,0.82
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_venus_chunks_10.json, intervals8.json,3,319600,131380,131372,131372,-38508,50,0.000346596832197,19210,10,venus,100.0,1.0,0.6,128274.0,0.24125
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,4,191666,17993,17993,17993,-108011,50,0.0,4735,10,gaia,100.0,0.6,1.0,0.0,0.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_venus_chunks_100.json, intervals8.json,3,191961,85643,85640,85640,-10368,50,1.38729e-11,27110,100,venus,100.0,0.6,0.5,96158.0,0.12625
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.7_disagreement_57716.json, config_gaia_chunks_10.json, intervals8.json,4,192162,61873,61853,61853,-46179,50,0.0,6315,10,gaia,100.0,0.6,0.7,57716.0,0.475
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_gaia_chunks_10.json, intervals8.json,4,191685,76927,76919,76919,-24983,50,0.0,8399,10,gaia,100.0,0.6,0.6,77086.0,0.94125
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_venus_chunks_100.json, intervals8.json,4,127886,55312,55309,55309,-8727,50,6.0045115189e-06,10716,100,venus,100.0,0.4,0.5,63946.0,0.13625
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_venus_chunks_10.json, intervals8.json,4,191789,38241,38241,38241,-75553,50,0.1013235175867186,6600,10,venus,100.0,0.6,0.8,38241.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.8_disagreement_38241.json, config_venus_chunks_100.json, intervals8.json,4,191789,38241,38241,38241,-75553,50,0.1013235175867186,6667,100,venus,100.0,0.6,0.8,38241.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_gaia_chunks_10.json, intervals8.json,4,255767,83023,83012,83012,-61001,50,0.0,4741,10,gaia,100.0,0.8,0.7,76786.0,0.12875
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.7_disagreement_57716.json, config_venus_chunks_10.json, intervals8.json,4,192162,57716,57716,57716,-50336,50,0.0675422568233066,7023,10,venus,100.0,0.6,0.7,57716.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.7_disagreement_57716.json, config_venus_chunks_100.json, intervals8.json,4,192162,57716,57716,57716,-50336,50,0.0450236683984162,7213,100,venus,100.0,0.6,0.7,57716.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,4,191666,0,0,0,-126004,50,0.1520004764277207,6370,10,venus,100.0,0.6,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_venus_chunks_10.json, intervals8.json,4,127886,55345,55314,55314,-8694,50,6.93419554e-08,11868,10,venus,100.0,0.4,0.5,63946.0,0.14375
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_gaia_chunks_100.json, intervals8.json,4,255767,83011,83011,83011,-61013,50,0.0,5380,100,gaia,100.0,0.8,0.7,76786.0,0.13
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_venus_chunks_100.json, intervals8.json,4,191870,19088,19088,19088,-101172,50,0.1520004764277207,6555,100,venus,100.0,0.6,0.9,19088.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_10.json, intervals8.json,4,64225,24714,24699,24699,-9609,50,0.0,16204,10,gaia,100.0,0.2,0.6,25624.0,0.4625
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.9_disagreement_19088.json, config_venus_chunks_10.json, intervals8.json,4,191870,19088,19088,19088,-101172,50,0.1520004764277207,6748,10,venus,100.0,0.6,0.9,19088.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_gaia_chunks_100.json, intervals8.json,4,256034,51132,51132,51132,-101217,50,0.0,5704,100,gaia,100.0,0.8,0.8,51132.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_gaia_chunks_100.json, intervals8.json,4,255616,102109,102109,102109,-33420,50,0.0,5843,100,gaia,100.0,0.8,0.6,102163.0,0.97625
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_venus_chunks_100.json, intervals8.json,3,319600,146428,146427,146427,-13319,50,4.56195645678e-05,21795,100,venus,100.0,1.0,0.5,159227.0,0.14125
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_gaia_chunks_10.json, intervals8.json,4,255616,102109,102109,102109,-33420,50,0.0,6098,10,gaia,100.0,0.8,0.6,102163.0,0.97625
synthetic_graph_n-per-int_100_m-frac_0.6_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,4,191666,12097,12097,12097,-113907,50,0.1520004764277207,7415,100,venus,100.0,0.6,1.0,0.0,0.24375
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_gaia_chunks_10.json, intervals8.json,4,256034,51132,51132,51132,-101217,50,0.0,5362,10,gaia,100.0,0.8,0.8,51132.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_gaia_chunks_100.json, intervals8.json,4,255532,25418,25418,25418,-134376,50,0.0,5544,100,gaia,100.0,0.8,0.9,25418.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.6_disagreement_51256.json, config_gaia_chunks_100.json, intervals8.json,4,127886,51364,51361,51361,-16757,50,0.0,13700,100,gaia,100.0,0.4,0.6,51256.0,0.23125
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_venus_chunks_100.json, intervals8.json,4,191685,77856,77856,77856,-24054,50,0.0017553484970824,10616,100,venus,100.0,0.6,0.6,77086.0,0.1275
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_gaia_chunks_10.json, intervals8.json,4,255532,25418,25418,25418,-134376,50,0.0,5602,10,gaia,100.0,0.8,0.9,25418.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.6_disagreement_77086.json, config_venus_chunks_10.json, intervals8.json,4,191685,77870,77863,77863,-24040,50,0.0017553484970824,10937,10,venus,100.0,0.6,0.6,77086.0,0.13
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,4,256009,0,0,0,-168243,50,0.0,5472,100,gaia,100.0,0.8,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,4,256009,0,0,0,-168243,50,0.0,5615,10,gaia,100.0,0.8,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.7_disagreement_76786.json, config_venus_chunks_10.json, intervals8.json,4,255767,76786,76786,76786,-67238,50,0.0675422568233066,8975,10,venus,100.0,0.8,0.7,76786.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_gaia_chunks_100.json, intervals8.json,4,127886,55604,55601,55601,-8435,50,0.0,16717,100,gaia,100.0,0.4,0.5,63946.0,0.13625
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_venus_chunks_10.json, intervals8.json,4,256034,51132,51132,51132,-101217,50,0.1520004764277207,8366,10,venus,100.0,0.8,0.8,51132.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_gaia_chunks_100.json, intervals8.json,5,64225,19152,19152,19152,-17067,50,0.0,1449,100,gaia,100.0,0.2,0.7,19194.0,0.97375
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_venus_chunks_100.json, intervals8.json,4,255532,25418,25418,25418,-134376,50,0.1520004764277207,8394,100,venus,100.0,0.8,0.9,25418.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.8_disagreement_51132.json, config_venus_chunks_100.json, intervals8.json,4,256034,51132,51132,51132,-101217,50,0.1013235175867186,9441,100,venus,100.0,0.8,0.8,51132.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_gaia_chunks_100.json, intervals8.json,5,64087,14051,14051,14051,-23979,50,0.0,1318,100,gaia,100.0,0.2,0.8,12846.0,0.12875
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_gaia_chunks_10.json, intervals8.json,5,64225,19157,19152,19152,-17062,50,0.0,2430,10,gaia,100.0,0.2,0.7,19194.0,0.9725
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.5_disagreement_127702.json, config_gaia_chunks_10.json, intervals8.json,2,255813,116013,115956,115956,-11970,50,0.0,48849,10,gaia,100.0,0.8,0.5,127702.0,0.13
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_gaia_chunks_10.json, intervals8.json,5,64087,14052,14051,14051,-23978,50,0.0,1408,10,gaia,100.0,0.2,0.8,12846.0,0.13
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_gaia_chunks_100.json, intervals8.json,4,319600,99807,99807,99807,-79960,50,0.0,6680,100,gaia,100.0,1.0,0.7,95991.0,0.125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_gaia_chunks_100.json, intervals8.json,4,319600,128246,128245,128245,-41642,50,0.0,6773,100,gaia,100.0,1.0,0.6,128274.0,0.98625
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.7_disagreement_95991.json, config_gaia_chunks_10.json, intervals8.json,4,319600,99807,99807,99807,-79960,50,0.0,6738,10,gaia,100.0,1.0,0.7,95991.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.9_disagreement_25418.json, config_venus_chunks_10.json, intervals8.json,4,255532,25418,25418,25418,-134376,50,0.1520004764277207,7929,10,venus,100.0,0.8,0.9,25418.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_100.json, intervals8.json,4,319600,32093,32093,32093,-167690,50,0.0,6373,100,gaia,100.0,1.0,0.9,32093.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_10.json, intervals8.json,5,64225,25372,25367,25367,-8951,50,0.0,4386,10,gaia,100.0,0.2,0.6,25624.0,0.13625
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.6_disagreement_25624.json, config_gaia_chunks_100.json, intervals8.json,5,64225,25367,25363,25363,-8956,50,0.0,4419,100,gaia,100.0,0.2,0.6,25624.0,0.17875
synthetic_graph_n-per-int_100_m-frac_0.6_p_0.5_disagreement_96158.json, config_gaia_chunks_10.json, intervals8.json,4,191961,85637,85624,85624,-10374,50,0.0,16464,10,gaia,100.0,0.6,0.5,96158.0,0.13125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.9_disagreement_32093.json, config_gaia_chunks_10.json, intervals8.json,4,319600,32093,32093,32093,-167690,50,0.0,6878,10,gaia,100.0,1.0,0.9,32093.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.6_disagreement_128274.json, config_gaia_chunks_10.json, intervals8.json,4,319600,128246,128245,128245,-41642,50,0.0,8225,10,gaia,100.0,1.0,0.6,128274.0,0.9825
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,4,319600,0,0,0,-210000,50,0.0,6103,10,gaia,100.0,1.0,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,4,319600,0,0,0,-210000,50,0.0,6113,100,gaia,100.0,1.0,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.8_disagreement_64234.json, config_gaia_chunks_100.json, intervals8.json,4,319600,81782,81780,81780,-108022,50,0.0,7358,100,gaia,100.0,1.0,0.8,64234.0,0.325
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,4,256009,15951,15951,15951,-152292,50,0.2280235169932804,9531,10,venus,100.0,0.8,1.0,0.0,0.245
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_venus_chunks_100.json, intervals8.json,2,319600,146355,146354,146354,-13392,50,5.408e-13,47650,100,venus,100.0,1.0,0.5,159227.0,0.1225
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_venus_chunks_100.json, intervals8.json,5,64087,14845,14845,14845,-23185,50,0.0059260788235237,3480,100,venus,100.0,0.2,0.8,12846.0,0.44125
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_gaia_chunks_100.json, intervals8.json,5,64087,1958,1958,1958,-40028,50,0.0,1435,100,gaia,100.0,0.2,1.0,0.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_gaia_chunks_10.json, intervals8.json,5,64087,1958,1958,1958,-40028,50,0.0,1449,10,gaia,100.0,0.2,1.0,0.0,0.125
synthetic_graph_n-per-int_100_m-frac_0.4_p_0.5_disagreement_63946.json, config_gaia_chunks_10.json, intervals8.json,4,127886,55347,55329,55329,-8692,50,0.0,20475,10,gaia,100.0,0.4,0.5,63946.0,0.1375
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_gaia_chunks_100.json, intervals8.json,5,64087,9560,9560,9560,-30433,50,0.0,2547,100,gaia,100.0,0.2,0.9,6499.0,0.39375
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_venus_chunks_10.json, intervals8.json,5,64225,19158,19152,19152,-17061,50,0.0017553484970824,3653,10,venus,100.0,0.2,0.7,19194.0,0.9725
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.8_disagreement_12846.json, config_venus_chunks_10.json, intervals8.json,5,64087,12845,12845,12845,-25185,50,0.0200065173844325,2753,10,venus,100.0,0.2,0.8,12846.0,0.99875
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_gaia_chunks_10.json, intervals8.json,5,64087,9561,9560,9560,-30432,50,0.0,1807,10,gaia,100.0,0.2,0.9,6499.0,0.39375
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_100.json, intervals8.json,5,64225,26126,26123,26123,-6167,50,0.0,7178,100,gaia,100.0,0.2,0.5,32046.0,0.15
synthetic_graph_n-per-int_100_m-frac_0.8_p_0.6_disagreement_102163.json, config_venus_chunks_100.json, intervals8.json,4,255616,103565,103565,103565,-31964,50,0.002633286074231,13532,100,venus,100.0,0.8,0.6,102163.0,0.18125
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.7_disagreement_19194.json, config_venus_chunks_100.json, intervals8.json,5,64225,20354,20352,20352,-15865,50,4.0026073785e-06,5378,100,venus,100.0,0.2,0.7,19194.0,0.38125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_gaia_chunks_10.json, intervals8.json,3,319600,146624,146597,146597,-13123,50,0.0,29827,10,gaia,100.0,1.0,0.5,159227.0,0.145
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_gaia_chunks_10.json, intervals8.json,5,64225,26064,26029,26029,-6229,50,0.0,7828,10,gaia,100.0,0.2,0.5,32046.0,0.14
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,5,64087,0,0,0,-41986,50,0.0675422568233066,2643,100,venus,100.0,0.2,1.0,0.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.9_disagreement_6499.json, config_venus_chunks_10.json, intervals8.json,5,64087,6499,6499,6499,-33494,50,0.0300127773543842,2786,10,venus,100.0,0.2,0.9,6499.0,1.0
synthetic_graph_n-per-int_100_m-frac_0.2_p_1.0_disagreement_0.json, config_venus_chunks_10.json, intervals8.json,5,64087,3900,3900,3900,-38086,50,0.0450236683984162,2938,10,venus,100.0,0.2,1.0,0.0,0.25125
synthetic_graph_n-per-int_100_m-frac_1.0_p_0.5_disagreement_159227.json, config_venus_chunks_10.json, intervals8.json,3,319600,146257,146230,146230,-13490,50,2.340993225e-07,30265,10,venus,100.0,1.0,0.5,159227.0,0.13875
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_100.json, intervals8.json,5,64225,26108,26106,26106,-6185,50,1.581159e-10,8502,100,venus,100.0,0.2,0.5,32046.0,0.13125
synthetic_graph_n-per-int_100_m-frac_0.8_p_1.0_disagreement_0.json, config_venus_chunks_100.json, intervals8.json,4,256009,15813,15813,15813,-152430,50,0.0088900072360092,11704,100,venus,100.0,0.8,1.0,0.0,0.44375
synthetic_graph_n-per-int_100_m-frac_0.2_p_0.5_disagreement_32046.json, config_venus_chunks_10.json, intervals8.json,5,64225,25983,25954,25954,-6310,50,8.007823e-10,8586,10,venus,100.0,0.2,0.5,32046.0,0.13625
